UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,APPLCN,APPLCNM,APPLCNW,APPLCNAN,APPLCNUN,ADMSSN,ADMSSNM,ADMSSNW,ADMSSNAN,ADMSSNUN,ENRLT,ENRLM,ENRLW,ENRLAN,ENRLUN,ENRLFT,ENRLFTM,ENRLFTW,ENRLFTAN,ENRLFTUN,ENRLPT,ENRLPTM,ENRLPTW,ENRLPTAN,ENRLPTUN,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR50,SATVR75,SATMT25,SATMT50,SATMT75,ACTCM25,ACTCM50,ACTCM75,ACTEN25,ACTEN50,ACTEN75,ACTMT25,ACTMT50,ACTMT75
194657,5,3,5,1,1,5,3,3,3,3,5,5,45,45,0,,0,43.0,43.0,,,0,43.0,43.0,,,0,43.0,43.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
194693,5,3,5,1,1,5,3,3,3,3,5,5,16,16,0,,0,14.0,14.0,,,0,14.0,14.0,,,0,14.0,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
194718,5,3,5,1,1,5,3,3,3,3,5,5,28,28,0,,0,28.0,28.0,,,0,27.0,27.0,,,0,27.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
194736,5,3,5,1,1,5,3,3,3,3,5,5,37,37,0,,0,37.0,37.0,,,0,37.0,37.0,,,0,37.0,37.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
194763,3,3,1,3,5,3,3,3,3,3,3,5,95,95,0,0.0,0,94.0,94.0,,,0,88.0,88.0,,,0,88.0,88.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
194824,1,1,1,1,1,1,5,1,3,5,1,3,16863,11196,5656,11.0,0,10878.0,7417.0,3459.0,2.0,0,2002.0,1410.0,591.0,1.0,0,2002.0,1410.0,591.0,1.0,0.0,,,,,,1042.0,52.0,292.0,15.0,660.0,700.0,740.0,700.0,750.0,780.0,30.0,33.0,34.0,,,,,,
194958,1,5,1,5,5,5,5,1,3,3,3,3,1006,348,658,,0,1001.0,346.0,655.0,,0,211.0,77.0,134.0,,0,205.0,76.0,129.0,,0.0,6.0,1.0,5.0,,0.0,60.0,29.0,10.0,5.0,580.0,620.0,650.0,570.0,670.0,690.0,25.0,28.0,30.0,25.0,29.0,33.0,25.0,25.0,27.0
195003,1,5,1,1,1,1,5,1,3,3,1,3,23976,14528,9446,,2,16105.0,9652.0,6451.0,,2,3202.0,2124.0,1076.0,,2,3201.0,2123.0,1076.0,,2.0,1.0,1.0,0.0,,0.0,1448.0,45.0,345.0,11.0,630.0,670.0,710.0,640.0,690.0,740.0,29.0,31.0,33.0,26.0,32.0,34.0,27.0,29.0,32.0
195030,5,5,1,1,1,3,5,1,3,5,1,5,19966,9805,10155,6.0,0,7768.0,3282.0,4480.0,6.0,0,1625.0,756.0,863.0,6.0,0,1625.0,756.0,863.0,6.0,0.0,,,,,,447.0,28.0,173.0,11.0,680.0,710.0,750.0,710.0,760.0,790.0,31.0,33.0,34.0,32.0,35.0,35.0,29.0,33.0,35.0
195128,1,5,1,1,1,5,5,3,3,3,1,5,1737,544,1177,16.0,0,1279.0,377.0,894.0,8.0,0,238.0,79.0,156.0,3.0,0,238.0,79.0,156.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
195164,1,5,1,5,1,3,5,1,3,5,1,3,3774,1804,1970,,0,3061.0,1449.0,1612.0,,0,571.0,308.0,263.0,,0,571.0,308.0,263.0,,0.0,0.0,0.0,0.0,,0.0,190.0,33.0,31.0,5.0,520.0,570.0,610.0,530.0,570.0,610.0,25.0,28.0,32.0,23.0,27.0,33.0,24.0,27.0,31.0
195173,1,5,5,5,5,5,3,1,3,3,5,5,4272,1685,2564,23.0,0,3600.0,1388.0,2194.0,18.0,0,495.0,219.0,276.0,0.0,0,488.0,212.0,276.0,,0.0,7.0,7.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
195191,1,1,1,3,1,3,5,5,3,3,1,3,9,2,7,,0,2.0,0.0,2.0,,0,2.0,,2.0,,0,2.0,,2.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
195216,1,5,1,1,1,5,5,1,3,5,1,3,5172,2230,2942,0.0,0,3284.0,1354.0,1930.0,,0,533.0,244.0,289.0,,0,533.0,244.0,289.0,,0.0,,,,,,102.0,19.0,29.0,5.0,630.0,670.0,700.0,610.0,650.0,710.0,29.0,30.0,32.0,,,,,,
195234,1,3,1,1,1,1,5,1,3,3,1,5,2456,733,1533,,190,1916.0,537.0,1235.0,,144,240.0,79.0,161.0,,0,239.0,78.0,161.0,,0.0,1.0,1.0,0.0,,0.0,26.0,11.0,0.0,0.0,513.0,600.0,628.0,488.0,555.0,600.0,,,,,,,,,
195243,1,3,1,5,5,3,5,1,3,5,5,5,1861,962,899,,0,1649.0,827.0,822.0,,0,245.0,127.0,118.0,,0,243.0,126.0,117.0,,0.0,2.0,1.0,1.0,,0.0,19.0,8.0,0.0,0.0,490.0,540.0,630.0,430.0,570.0,640.0,,,,,,,,,
195289,1,3,1,3,3,3,3,1,1,5,1,3,2,0,2,,0,2.0,,2.0,,0,2.0,,2.0,,0,2.0,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
195304,1,5,1,5,1,5,5,1,3,5,1,3,5186,931,4255,,0,2587.0,491.0,2096.0,,0,384.0,65.0,319.0,,0,384.0,65.0,319.0,,0.0,,,,,,58.0,15.0,22.0,6.0,660.0,700.0,740.0,600.0,650.0,710.0,29.0,30.0,33.0,31.0,35.0,35.0,25.0,27.0,30.0
195438,5,3,5,1,1,5,3,3,3,3,5,5,2,2,0,,0,2.0,2.0,,,0,2.0,2.0,,,0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
195474,5,5,1,5,1,3,5,1,3,5,5,5,8344,3528,4815,1.0,0,6704.0,2807.0,3897.0,0.0,0,864.0,387.0,477.0,,0,862.0,386.0,476.0,,0.0,2.0,1.0,1.0,,0.0,265.0,31.0,33.0,4.0,525.0,580.0,640.0,520.0,580.0,630.0,22.0,25.0,31.0,,,,,,
195526,5,5,1,1,1,3,5,1,3,5,1,5,13183,5213,7970,,0,3367.0,1270.0,2097.0,,0,784.0,301.0,483.0,,0,781.0,300.0,481.0,,0.0,3.0,1.0,2.0,,0.0,203.0,26.0,94.0,12.0,650.0,700.0,740.0,650.0,690.0,720.0,30.0,31.0,33.0,30.0,33.0,35.0,27.0,29.0,31.0
195544,1,5,1,1,1,3,5,1,3,5,1,3,4306,1519,2787,,0,3303.0,1096.0,2207.0,,0,575.0,199.0,376.0,,0,570.0,199.0,371.0,,0.0,5.0,0.0,5.0,,0.0,80.0,14.0,14.0,2.0,540.0,590.0,648.0,553.0,585.0,658.0,23.0,24.0,27.0,22.0,24.0,26.0,19.0,23.0,28.0
195702,1,3,1,3,3,3,5,3,3,5,5,3,2,1,1,0.0,0,2.0,1.0,1.0,,0,1.0,1.0,0.0,,0,1.0,1.0,,,0.0,0.0,0.0,,,0.0,1.0,100.0,0.0,0.0,,,,,,,,,,,,,,,
195720,1,5,1,5,1,3,5,1,3,5,5,5,4200,1666,2534,0.0,0,3068.0,1210.0,1858.0,,0,643.0,273.0,370.0,,0,643.0,273.0,370.0,,0.0,,,,,,202.0,31.0,32.0,5.0,550.0,586.0,630.0,540.0,588.0,630.0,23.0,26.0,29.0,21.0,25.0,28.0,23.0,26.0,29.0
195809,1,5,1,5,5,5,5,1,3,5,5,5,24607,10137,14470,,0,20834.0,8317.0,12517.0,,0,2905.0,1301.0,1604.0,,0,2870.0,1283.0,1587.0,,0.0,35.0,18.0,17.0,,0.0,880.0,30.0,99.0,3.0,560.0,610.0,650.0,550.0,600.0,660.0,24.0,27.0,29.0,23.0,25.0,30.0,21.0,25.0,27.0
196006,1,3,1,5,5,5,5,1,3,5,5,3,4922,2916,2006,,0,4023.0,2474.0,1549.0,,0,1036.0,742.0,294.0,,0,1033.0,741.0,292.0,,0.0,3.0,1.0,2.0,,0.0,163.0,16.0,18.0,2.0,470.0,535.0,595.0,490.0,550.0,585.0,19.0,22.0,25.0,16.0,20.0,26.0,17.0,21.0,27.0
196015,1,3,1,5,5,3,5,1,3,5,5,3,2280,1166,1114,,0,2164.0,1098.0,1066.0,,0,477.0,248.0,229.0,,0,464.0,242.0,222.0,,0.0,13.0,6.0,7.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
196024,1,3,1,1,5,5,3,1,5,3,5,3,3621,1825,1794,2.0,0,3011.0,1520.0,1489.0,2.0,0,682.0,399.0,283.0,0.0,0,680.0,397.0,283.0,,0.0,2.0,2.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
196033,1,3,1,3,3,3,5,1,3,3,3,3,2386,1059,1327,,0,2005.0,862.0,1143.0,,0,490.0,220.0,270.0,,0,486.0,218.0,268.0,,0.0,4.0,2.0,2.0,,0.0,89.0,18.0,11.0,2.0,450.0,510.0,580.0,460.0,530.0,570.0,17.0,20.0,26.0,,,,,,
196042,1,5,1,5,5,3,5,1,3,3,5,3,6426,3467,2959,,0,4702.0,2600.0,2102.0,,0,1576.0,922.0,654.0,,0,1523.0,889.0,634.0,,0.0,53.0,33.0,20.0,,0.0,610.0,39.0,53.0,3.0,500.0,540.0,588.0,500.0,540.0,590.0,19.0,21.0,24.0,,,,,,
196051,1,3,1,5,5,3,5,1,3,3,5,3,3648,1839,1763,35.0,11,3180.0,1603.0,1542.0,30.0,5,520.0,317.0,203.0,0.0,0,514.0,315.0,199.0,,0.0,6.0,2.0,4.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
196060,1,5,1,1,1,3,1,1,3,3,5,3,25976,10933,15043,,0,17639.0,7047.0,10592.0,,0,2651.0,1114.0,1537.0,,0,2645.0,1111.0,1534.0,,0.0,6.0,3.0,3.0,,0.0,401.0,15.0,40.0,2.0,560.0,600.0,660.0,560.0,590.0,660.0,22.0,25.0,31.0,,,,,,
196079,1,3,1,5,1,5,5,1,3,5,1,3,41642,18470,23172,,0,17384.0,7382.0,10002.0,,0,3107.0,1400.0,1707.0,,0,3103.0,1397.0,1706.0,,0.0,4.0,3.0,1.0,,0.0,1673.0,54.0,358.0,12.0,650.0,700.0,730.0,690.0,730.0,780.0,29.0,31.0,34.0,,,,,,
196088,1,5,1,5,5,5,5,1,3,5,1,3,30939,14917,16022,0.0,0,20948.0,9773.0,11175.0,,0,4215.0,2191.0,2024.0,,0,4187.0,2174.0,2013.0,,0.0,28.0,17.0,11.0,,0.0,1403.0,33.0,175.0,4.0,590.0,630.0,680.0,600.0,650.0,700.0,25.0,29.0,32.0,23.0,27.0,32.0,25.0,27.0,30.0
196097,1,5,1,1,1,3,5,1,3,5,1,3,40513,18093,22420,,0,19908.0,8324.0,11584.0,,0,3347.0,1611.0,1736.0,,0,3342.0,1609.0,1733.0,,0.0,5.0,2.0,3.0,,0.0,1368.0,41.0,157.0,5.0,640.0,680.0,720.0,680.0,730.0,780.0,28.0,31.0,34.0,27.0,32.0,35.0,28.0,30.0,34.0
196103,1,3,1,1,5,3,3,1,3,5,5,3,2466,1048,1418,,0,1714.0,692.0,1022.0,,0,356.0,176.0,180.0,,0,340.0,169.0,171.0,,0.0,16.0,7.0,9.0,,0.0,,,,,,,,,,,,,,,,,,,
196112,1,3,1,1,1,3,5,1,3,3,3,3,2919,2007,912,0.0,0,2384.0,1615.0,769.0,,0,382.0,275.0,107.0,,0,382.0,275.0,107.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
196121,1,3,1,5,5,5,5,1,3,5,5,3,7683,3246,4437,,0,5220.0,2151.0,3069.0,,0,1014.0,416.0,598.0,,0,1010.0,414.0,596.0,,0.0,4.0,2.0,2.0,,0.0,218.0,21.0,23.0,2.0,530.0,580.0,620.0,540.0,580.0,620.0,18.0,22.0,26.0,16.0,21.0,25.0,,,
196130,1,3,1,1,5,1,5,1,3,5,5,3,12292,5328,6964,,0,10569.0,4410.0,6159.0,,0,1252.0,586.0,666.0,,0,1241.0,580.0,661.0,,0.0,11.0,6.0,5.0,,0.0,170.0,14.0,0.0,0.0,470.0,535.0,600.0,470.0,530.0,578.0,,,,,,,,,
196149,5,5,1,5,1,3,5,5,3,5,5,3,11711,5315,6396,,0,7001.0,2876.0,4125.0,,0,1341.0,639.0,702.0,,0,1340.0,638.0,702.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
196158,1,5,1,1,5,5,5,1,3,5,5,3,4597,1860,2737,,0,3888.0,1513.0,2375.0,,0,716.0,300.0,416.0,,0,715.0,299.0,416.0,,0.0,1.0,1.0,0.0,,0.0,88.0,12.0,16.0,2.0,540.0,600.0,660.0,540.0,580.0,640.0,18.0,21.0,23.0,,,,,,
196167,1,5,1,3,5,3,5,1,3,5,5,5,9069,3201,5867,,1,6795.0,2218.0,4576.0,,1,872.0,259.0,613.0,,0,872.0,259.0,613.0,,0.0,0.0,0.0,0.0,,0.0,238.0,27.0,30.0,3.0,580.0,640.0,660.0,580.0,630.0,660.0,25.0,27.0,31.0,,,,,,
196176,1,3,1,1,1,3,5,3,3,3,1,3,13228,5134,8094,,0,7708.0,2570.0,5138.0,,0,1163.0,403.0,760.0,,0,1156.0,399.0,757.0,,0.0,7.0,4.0,3.0,,0.0,195.0,17.0,73.0,6.0,590.0,630.0,680.0,570.0,610.0,660.0,25.0,27.0,29.0,25.0,28.0,32.0,21.0,25.0,27.0
196185,1,5,1,1,1,3,5,1,3,3,1,5,9895,4057,5838,0.0,0,7177.0,2660.0,4517.0,,0,1116.0,385.0,731.0,,0,1115.0,384.0,731.0,,0.0,1.0,1.0,0.0,,0.0,281.0,25.0,38.0,3.0,550.0,590.0,630.0,540.0,580.0,620.0,24.0,27.0,28.0,23.0,25.0,30.0,21.0,25.0,28.0
196194,1,5,1,1,1,3,5,1,3,5,1,3,12555,5415,7140,0.0,0,10365.0,4374.0,5991.0,,0,1466.0,712.0,754.0,,0,1459.0,708.0,751.0,,0.0,7.0,4.0,3.0,,0.0,434.0,30.0,21.0,1.0,540.0,590.0,630.0,530.0,580.0,630.0,19.0,26.0,29.0,,,,,,
196200,1,5,1,5,1,5,5,1,3,5,1,5,3170,1260,1910,,0,2621.0,1009.0,1612.0,,0,444.0,176.0,268.0,,0,443.0,175.0,268.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,,
196219,1,5,1,3,5,1,5,1,3,5,1,3,5747,2096,3651,0.0,0,4292.0,1481.0,2811.0,,0,687.0,276.0,411.0,,0,684.0,273.0,411.0,,0.0,3.0,3.0,0.0,,0.0,75.0,11.0,12.0,2.0,620.0,660.0,700.0,570.0,600.0,650.0,29.0,31.0,31.0,33.0,35.0,35.0,26.0,26.0,27.0
196237,1,3,1,3,1,3,5,1,3,3,3,3,3825,1681,2143,1.0,0,3523.0,1503.0,2019.0,1.0,0,611.0,269.0,341.0,1.0,0,608.0,267.0,340.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,74.0,12.0,0.0,0.0,510.0,570.0,618.0,500.0,540.0,588.0,,,,,,,,,
196246,1,5,1,1,1,3,5,1,3,5,1,3,6872,2540,4331,1.0,0,4827.0,1822.0,3005.0,0.0,0,844.0,329.0,515.0,,0,837.0,325.0,512.0,,0.0,7.0,4.0,3.0,,0.0,127.0,15.0,21.0,2.0,540.0,580.0,630.0,510.0,570.0,630.0,21.0,25.0,30.0,20.0,25.0,27.0,24.0,24.0,27.0
196291,1,3,1,5,5,3,5,1,3,5,5,3,1337,1139,198,,0,1074.0,915.0,159.0,,0,284.0,254.0,30.0,,0,284.0,254.0,30.0,,0.0,0.0,0.0,0.0,,0.0,89.0,31.0,25.0,9.0,570.0,600.0,650.0,570.0,600.0,650.0,24.0,26.0,28.0,,,,,,
196413,1,5,1,1,1,1,5,1,5,5,1,5,41489,17211,24278,0.0,0,21471.0,8900.0,12571.0,,0,4108.0,1836.0,2272.0,,0,4094.0,1829.0,2265.0,,0.0,14.0,7.0,7.0,,0.0,1078.0,26.0,446.0,11.0,630.0,670.0,710.0,630.0,680.0,720.0,28.0,30.0,32.0,28.0,31.0,34.0,26.0,27.0,30.0
196431,5,3,5,1,1,5,3,3,3,3,5,5,69,69,0,,0,54.0,54.0,,,0,37.0,37.0,,,0,35.0,35.0,,,0.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,
196440,5,3,5,1,1,5,3,3,3,3,5,5,7,7,0,,0,7.0,7.0,,,0,7.0,7.0,,,0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
196583,5,3,5,1,1,5,3,3,3,3,5,5,28,28,0,,0,18.0,18.0,,,0,12.0,12.0,,,0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
196592,5,3,1,3,5,1,5,5,3,5,5,5,1530,529,994,,7,1091.0,357.0,729.0,,5,526.0,183.0,343.0,,0,450.0,162.0,288.0,,0.0,76.0,21.0,55.0,,0.0,54.0,10.0,28.0,5.0,620.0,690.0,730.0,600.0,650.0,698.0,25.0,29.0,32.0,25.0,32.0,35.0,24.0,26.0,29.0
196653,1,5,1,3,3,3,5,1,5,3,3,3,301,32,269,0.0,0,205.0,23.0,182.0,,0,52.0,7.0,45.0,,0,38.0,5.0,33.0,,0.0,14.0,2.0,12.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
196866,1,5,1,5,1,3,5,1,5,5,5,5,8458,4400,4058,,0,3934.0,2007.0,1927.0,,0,575.0,326.0,249.0,,0,575.0,326.0,249.0,,0.0,,,,,,219.0,38.0,97.0,17.0,650.0,690.0,730.0,660.0,700.0,760.0,29.0,31.0,33.0,29.0,33.0,35.0,27.0,29.0,33.0
197027,1,1,1,5,1,3,1,1,3,5,1,3,1532,1251,211,,70,419.0,348.0,71.0,,0,253.0,218.0,35.0,,0,253.0,218.0,35.0,,0.0,,,,,,164.0,65.0,89.0,35.0,570.0,591.0,660.0,580.0,625.0,670.0,20.0,25.0,28.0,18.0,24.0,28.0,25.0,26.0,28.0
197036,1,5,1,5,1,3,1,1,3,5,1,3,12559,8835,3724,,0,1501.0,1183.0,318.0,,0,1173.0,926.0,247.0,,0,1173.0,926.0,247.0,,0.0,,,,,,731.0,62.0,442.0,38.0,610.0,660.0,710.0,610.0,680.0,740.0,27.0,30.0,33.0,26.0,31.0,35.0,26.0,29.0,32.0
197045,1,5,1,5,1,5,5,1,3,3,5,5,3367,1789,1573,5.0,0,2724.0,1199.0,1525.0,0.0,0,430.0,223.0,207.0,,0,429.0,222.0,207.0,,0.0,1.0,1.0,0.0,,0.0,74.0,17.0,9.0,2.0,534.0,590.0,620.0,550.0,590.0,630.0,23.0,27.0,32.0,23.0,26.0,31.0,25.0,27.0,30.0
197133,5,5,1,1,1,3,5,1,3,5,1,5,11412,3283,8129,,0,2129.0,849.0,1280.0,,0,681.0,278.0,403.0,,0,681.0,278.0,403.0,,0.0,0.0,0.0,0.0,,0.0,227.0,33.0,120.0,18.0,720.0,740.0,760.0,710.0,750.0,775.0,32.0,33.0,34.0,,,,,,
197142,1,3,5,5,5,5,5,5,5,5,5,5,500,183,317,,0,391.0,147.0,244.0,,0,101.0,49.0,52.0,,0,101.0,49.0,52.0,,0.0,0.0,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,390.0,460.0,520.0,340.0,435.0,530.0,,,,,,,,,
197151,1,3,3,3,5,1,5,1,3,3,1,3,3462,795,2667,,0,3026.0,666.0,2360.0,,0,775.0,181.0,594.0,,0,774.0,180.0,594.0,,0.0,1.0,1.0,0.0,,0.0,55.0,7.0,9.0,1.0,600.0,640.0,700.0,610.0,650.0,720.0,27.0,29.0,32.0,,,,,,
197197,1,5,1,1,1,3,5,1,3,5,1,3,2645,1406,1239,0.0,0,1813.0,765.0,1048.0,,0,407.0,171.0,236.0,,0,407.0,171.0,236.0,,0.0,0.0,0.0,0.0,,0.0,96.0,24.0,24.0,6.0,550.0,590.0,640.0,540.0,590.0,650.0,24.0,27.0,29.0,25.0,26.0,31.0,23.0,26.0,27.0
197221,1,5,1,1,1,1,5,5,3,5,5,3,183,131,49,3.0,0,38.0,24.0,13.0,1.0,0,25.0,19.0,6.0,0.0,0,25.0,19.0,6.0,,0.0,,,,,,14.0,56.0,7.0,28.0,680.0,710.0,740.0,720.0,730.0,770.0,33.0,33.0,35.0,31.0,34.0,35.0,34.0,34.0,35.0
197230,5,5,1,1,5,3,3,1,3,3,5,3,1534,502,1031,,1,1345.0,429.0,916.0,,0,147.0,76.0,71.0,,0,147.0,76.0,71.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
197285,3,5,1,3,5,3,3,3,3,3,5,3,462,185,277,,0,441.0,176.0,265.0,,0,108.0,50.0,58.0,,0,105.0,49.0,56.0,,0.0,3.0,1.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,
197647,5,3,5,1,1,5,3,3,3,3,5,5,59,59,0,,0,38.0,38.0,,,0,27.0,27.0,,,0,27.0,27.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
197692,5,3,5,5,1,1,3,3,3,3,3,3,41,41,0,,0,31.0,31.0,,,0,24.0,24.0,,,0,24.0,24.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
197708,1,3,1,3,1,3,5,1,3,3,1,3,1615,845,770,0.0,0,1021.0,543.0,478.0,,0,636.0,346.0,290.0,,0,635.0,345.0,290.0,,0.0,1.0,1.0,0.0,,0.0,158.0,25.0,159.0,25.0,640.0,690.0,740.0,610.0,710.0,760.0,26.0,31.0,33.0,27.0,33.0,35.0,25.0,28.0,31.0
197735,5,3,5,1,1,5,3,3,3,3,5,5,220,220,0,,0,196.0,196.0,,,0,196.0,196.0,,,0,196.0,196.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
197744,5,3,5,1,1,5,3,3,3,3,5,5,17,17,0,,0,10.0,10.0,,,0,10.0,10.0,,,0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
197869,1,5,1,1,3,3,5,1,3,5,5,3,22255,9426,12829,,0,18489.0,7441.0,11048.0,,0,3917.0,1640.0,2277.0,,0,3899.0,1635.0,2264.0,,0.0,18.0,5.0,13.0,,0.0,471.0,12.0,1141.0,29.0,560.0,600.0,650.0,540.0,580.0,620.0,21.0,24.0,27.0,19.0,23.0,26.0,19.0,23.0,25.0
197911,1,3,1,5,5,3,5,1,3,3,5,3,2129,935,1194,,0,2014.0,874.0,1140.0,,0,300.0,176.0,124.0,,0,299.0,175.0,124.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,,
197984,1,5,1,5,5,3,5,5,5,3,5,3,2757,1225,1532,,0,2679.0,1187.0,1492.0,,0,394.0,225.0,169.0,,0,393.0,225.0,168.0,,0.0,1.0,0.0,1.0,,0.0,109.0,28.0,90.0,23.0,460.0,530.0,580.0,490.0,520.0,560.0,18.0,21.0,26.0,16.0,20.0,24.0,17.0,21.0,25.0
197993,1,5,1,5,5,3,5,1,3,3,1,3,1042,0,1042,,0,465.0,,465.0,,0,30.0,,30.0,,0,30.0,,30.0,,0.0,0.0,,0.0,,0.0,4.0,13.0,1.0,3.0,,,,,,,,,,,,,,,
198066,1,3,1,1,3,3,5,3,3,3,5,3,2206,1201,999,6.0,0,880.0,494.0,384.0,2.0,0,174.0,105.0,67.0,2.0,0,172.0,103.0,67.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,32.0,18.0,64.0,37.0,485.0,525.0,580.0,480.0,525.0,575.0,18.0,21.0,23.0,18.0,21.0,23.0,18.0,20.0,22.0
198109,1,5,1,5,1,3,1,5,3,5,1,5,49,2,47,,0,22.0,0.0,22.0,,0,17.0,,17.0,,0,9.0,,9.0,,0.0,8.0,,8.0,,0.0,11.0,65.0,10.0,59.0,470.0,490.0,555.0,475.0,490.0,520.0,20.0,22.0,24.0,19.0,22.0,23.0,18.0,20.0,23.0
198136,1,3,1,3,3,3,3,1,3,3,3,3,3860,1564,2296,,0,3419.0,1375.0,2044.0,,0,519.0,237.0,282.0,,0,493.0,220.0,273.0,,0.0,26.0,17.0,9.0,,0.0,,,,,,,,,,,,,,,,,,,
198215,1,5,1,1,5,5,5,1,3,5,5,5,3199,1465,1706,28.0,0,2146.0,921.0,1205.0,20.0,0,298.0,150.0,144.0,4.0,0,298.0,150.0,144.0,4.0,0.0,,,,,,34.0,11.0,45.0,15.0,500.0,550.0,600.0,500.0,540.0,610.0,18.0,23.0,27.0,15.0,21.0,26.0,17.0,21.0,26.0
198303,1,3,1,5,5,3,5,5,3,3,5,5,2259,1121,1138,,0,1958.0,928.0,1030.0,,0,215.0,130.0,85.0,,0,215.0,130.0,85.0,,0.0,,,,,,12.0,6.0,21.0,10.0,430.0,480.0,530.0,450.0,505.0,555.0,17.0,21.0,25.0,15.0,19.0,23.0,17.0,21.0,25.0
198385,1,3,1,1,1,3,5,1,3,3,1,3,6479,3066,3413,0.0,0,1098.0,508.0,590.0,,0,542.0,249.0,293.0,,0,542.0,249.0,293.0,,0.0,,,,,,181.0,33.0,162.0,30.0,670.0,710.0,740.0,680.0,720.0,760.0,31.0,32.0,33.0,,,,,,
198419,1,3,1,1,1,3,5,3,3,5,1,5,50016,23211,26805,,0,3174.0,1437.0,1737.0,,0,1745.0,793.0,952.0,,0,1745.0,793.0,952.0,,0.0,,,,,,859.0,49.0,638.0,37.0,730.0,760.0,770.0,760.0,790.0,800.0,34.0,35.0,35.0,35.0,35.0,36.0,33.0,35.0,35.0
198464,1,3,1,1,3,3,3,1,3,5,1,3,21383,8158,13171,,54,19744.0,7402.0,12297.0,,45,3788.0,1562.0,2226.0,,0,3725.0,1545.0,2180.0,,0.0,63.0,17.0,46.0,,0.0,,,,,,,,,,,,,,,,,,,
198507,1,5,1,5,3,3,5,1,3,3,3,3,3927,1496,2431,,0,2912.0,1055.0,1857.0,,0,350.0,181.0,169.0,,0,349.0,181.0,168.0,,0.0,1.0,0.0,1.0,,0.0,34.0,10.0,37.0,11.0,420.0,505.0,550.0,430.0,480.0,520.0,16.0,19.0,22.0,14.0,17.0,21.0,15.0,17.0,21.0
198516,1,5,1,5,5,3,5,1,3,5,1,5,17551,6702,10849,,0,13069.0,4894.0,8175.0,,0,1692.0,697.0,995.0,,0,1692.0,697.0,995.0,,0.0,0.0,0.0,0.0,,0.0,35.0,2.0,15.0,1.0,590.0,640.0,680.0,580.0,620.0,680.0,25.0,28.0,30.0,25.0,29.0,33.0,24.0,26.0,28.0
198543,1,5,1,5,5,3,5,1,3,3,5,3,4116,1360,2755,,1,3344.0,1017.0,2326.0,,1,786.0,249.0,537.0,,0,762.0,234.0,528.0,,0.0,24.0,15.0,9.0,,0.0,31.0,4.0,92.0,12.0,440.0,480.0,530.0,430.0,450.0,530.0,14.0,16.0,19.0,12.0,15.0,17.0,15.0,16.0,18.0
198561,1,1,1,1,1,5,5,1,3,5,1,5,5728,2370,3358,0.0,0,4293.0,1765.0,2528.0,,0,403.0,187.0,216.0,,0,403.0,187.0,216.0,,0.0,,,,,,65.0,16.0,89.0,22.0,520.0,559.0,610.0,500.0,546.0,600.0,20.0,22.0,25.0,17.0,21.0,25.0,17.0,21.0,24.0
